,index,symboling,wheel-base,length,width,height,curb-weight,engine-size,compression-ratio,city-mpg,highway-mpg,normalized-losses,make_alfa-romero,make_audi,make_bmw,make_chevrolet,make_dodge,make_honda,make_isuzu,make_jaguar,make_mazda,make_mercedes-benz,make_mercury,make_mitsubishi,make_nissan,make_peugot,make_plymouth,make_porsche,make_renault,make_saab,make_subaru,make_toyota,make_volkswagen,make_volvo,fuel-type_diesel,fuel-type_gas,aspiration_std,aspiration_turbo,num-of-doors_four,num-of-doors_two,body-style_convertible,body-style_hardtop,body-style_hatchback,body-style_sedan,body-style_wagon,drive-wheels_4wd,drive-wheels_fwd,drive-wheels_rwd,engine-location_front,engine-location_rear,engine-type_dohc,engine-type_l,engine-type_ohc,engine-type_ohcf,engine-type_ohcv,engine-type_rotor,num-of-cylinders_eight,num-of-cylinders_five,num-of-cylinders_four,num-of-cylinders_six,num-of-cylinders_three,num-of-cylinders_twelve,num-of-cylinders_two,fuel-system_1bbl,fuel-system_2bbl,fuel-system_4bbl,fuel-system_idi,fuel-system_mfi,fuel-system_mpfi,fuel-system_spdi,fuel-system_spfi,bore,stroke,horsepower,peak-rpm,price,price-bins
144,148,0,96.9,173.6,65.4,54.9,2420,108,9.0,23,29,85.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.62,2.64,82.0,4800.0,8013.0,low
145,149,0,96.9,173.6,65.4,54.9,2650,108,7.7,23,23,85.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.62,2.64,111.0,4800.0,11694.0,low
146,150,1,95.7,158.7,63.6,54.5,1985,92,9.0,35,39,87.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.05,3.03,62.0,4800.0,5348.0,low
147,151,1,95.7,158.7,63.6,54.5,2040,92,9.0,31,38,87.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.05,3.03,62.0,4800.0,6338.0,low
148,152,1,95.7,158.7,63.6,54.5,2015,92,9.0,31,38,74.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.05,3.03,62.0,4800.0,6488.0,low
149,153,0,95.7,169.7,63.6,59.1,2280,92,9.0,31,37,77.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.05,3.03,62.0,4800.0,6918.0,low
150,154,0,95.7,169.7,63.6,59.1,2290,92,9.0,27,32,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.05,3.03,62.0,4800.0,7898.0,low
151,155,0,95.7,169.7,63.6,59.1,3110,92,9.0,27,32,91.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.05,3.03,62.0,4800.0,8778.0,low
152,156,0,95.7,166.3,64.4,53.0,2081,98,9.0,30,37,91.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.19,3.03,70.0,4800.0,6938.0,low
153,157,0,95.7,166.3,64.4,52.8,2109,98,9.0,30,37,91.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.19,3.03,70.0,4800.0,7198.0,low
154,158,0,95.7,166.3,64.4,53.0,2275,110,22.5,34,36,91.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.27,3.35,56.0,4500.0,7898.0,low
155,159,0,95.7,166.3,64.4,52.8,2275,110,22.5,38,47,91.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.27,3.35,56.0,4500.0,7788.0,low
156,160,0,95.7,166.3,64.4,53.0,2094,98,9.0,38,47,91.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.19,3.03,70.0,4800.0,7738.0,low
157,161,0,95.7,166.3,64.4,52.8,2122,98,9.0,28,34,91.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.19,3.03,70.0,4800.0,8358.0,low
158,162,0,95.7,166.3,64.4,52.8,2140,98,9.0,28,34,91.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.19,3.03,70.0,4800.0,9258.0,low
159,163,1,94.5,168.7,64.0,52.6,2169,98,9.0,29,34,168.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.19,3.03,70.0,4800.0,8058.0,low
160,164,1,94.5,168.7,64.0,52.6,2204,98,9.0,29,34,168.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.19,3.03,70.0,4800.0,8238.0,low
161,165,1,94.5,168.7,64.0,52.6,2265,98,9.4,26,29,168.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.24,3.08,112.0,6600.0,9298.0,low
162,166,1,94.5,168.7,64.0,52.6,2300,98,9.4,26,29,168.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.24,3.08,112.0,6600.0,9538.0,low
163,167,2,98.4,176.2,65.6,52.0,2540,146,9.3,24,30,134.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.62,3.5,116.0,4800.0,8449.0,low
164,168,2,98.4,176.2,65.6,52.0,2536,146,9.3,24,30,134.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.62,3.5,116.0,4800.0,9639.0,low
165,169,2,98.4,176.2,65.6,52.0,2551,146,9.3,24,30,134.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.62,3.5,116.0,4800.0,9989.0,low
166,170,2,98.4,176.2,65.6,52.0,2679,146,9.3,24,30,134.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.62,3.5,116.0,4800.0,11199.0,low
167,171,2,98.4,176.2,65.6,52.0,2714,146,9.3,24,30,134.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.62,3.5,116.0,4800.0,11549.0,low
168,172,2,98.4,176.2,65.6,53.0,2975,146,9.3,24,30,134.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.62,3.5,116.0,4800.0,17669.0,low
169,173,-1,102.4,175.6,66.5,54.9,2326,122,8.7,29,34,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.31,3.54,92.0,4200.0,8948.0,low
170,174,-1,102.4,175.6,66.5,54.9,2480,110,22.5,30,33,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.27,3.35,73.0,4500.0,10698.0,low
171,175,-1,102.4,175.6,66.5,53.9,2414,122,8.7,27,32,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.31,3.54,92.0,4200.0,9988.0,low
172,176,-1,102.4,175.6,66.5,54.9,2414,122,8.7,27,32,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.31,3.54,92.0,4200.0,10898.0,low
173,177,-1,102.4,175.6,66.5,53.9,2458,122,8.7,27,32,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.31,3.54,92.0,4200.0,11248.0,low
174,178,3,102.9,183.5,67.7,52.0,2976,171,9.3,20,24,197.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.27,3.35,161.0,5200.0,16558.0,low
175,179,3,102.9,183.5,67.7,52.0,3016,171,9.3,19,24,197.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.27,3.35,161.0,5200.0,15998.0,low
176,180,-1,104.5,187.8,66.5,54.1,3131,171,9.2,20,24,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.27,3.35,156.0,5200.0,15690.0,low
177,181,-1,104.5,187.8,66.5,54.1,3151,161,9.2,19,24,122.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.27,3.35,156.0,5200.0,15750.0,low
178,182,2,97.3,171.7,65.5,55.7,2261,97,23.0,37,46,122.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.01,3.4,52.0,4800.0,7775.0,low
179,183,2,97.3,171.7,65.5,55.7,2209,109,9.0,27,34,122.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.19,3.4,85.0,5250.0,7975.0,low
180,184,2,97.3,171.7,65.5,55.7,2264,97,23.0,37,46,94.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.01,3.4,52.0,4800.0,7995.0,low
181,185,2,97.3,171.7,65.5,55.7,2212,109,9.0,27,34,94.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.19,3.4,85.0,5250.0,8195.0,low
182,186,2,97.3,171.7,65.5,55.7,2275,109,9.0,27,34,94.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.19,3.4,85.0,5250.0,8495.0,low
183,187,2,97.3,171.7,65.5,55.7,2319,97,23.0,37,42,94.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.01,3.4,68.0,4500.0,9495.0,low
184,188,2,97.3,171.7,65.5,55.7,2300,109,10.0,26,32,94.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.19,3.4,100.0,5500.0,9995.0,low
185,189,3,94.5,159.3,64.2,55.6,2254,109,8.5,24,29,122.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.19,3.4,90.0,5500.0,11595.0,low
186,190,3,94.5,165.7,64.0,51.4,2221,109,8.5,24,29,256.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.19,3.4,90.0,5500.0,9980.0,low
187,191,0,100.4,180.2,66.9,55.1,2661,136,8.5,19,24,122.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.19,3.4,110.0,5500.0,13295.0,low
188,192,0,100.4,180.2,66.9,55.1,2579,97,23.0,33,38,122.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.01,3.4,68.0,4500.0,13845.0,low
189,193,0,100.4,183.1,66.9,55.1,2563,109,9.0,25,31,122.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.19,3.4,88.0,5500.0,12290.0,low
190,194,-2,104.3,188.8,67.2,56.2,2912,141,9.5,23,28,103.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.78,3.15,114.0,5400.0,12940.0,low
191,195,-1,104.3,188.8,67.2,57.5,3034,141,9.5,23,28,74.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.78,3.15,114.0,5400.0,13415.0,low
192,196,-2,104.3,188.8,67.2,56.2,2935,141,9.5,24,28,103.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.78,3.15,114.0,5400.0,15985.0,low
193,197,-1,104.3,188.8,67.2,57.5,3042,141,9.5,24,28,74.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.78,3.15,114.0,5400.0,16515.0,low
194,198,-2,104.3,188.8,67.2,56.2,3045,130,7.5,17,22,103.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.62,3.15,162.0,5100.0,18420.0,low
195,199,-1,104.3,188.8,67.2,57.5,3157,130,7.5,17,22,74.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.62,3.15,162.0,5100.0,18950.0,medium
196,200,-1,109.1,188.8,68.9,55.5,2952,141,9.5,23,28,95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.78,3.15,114.0,5400.0,16845.0,low
197,201,-1,109.1,188.8,68.8,55.5,3049,141,8.7,19,25,95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.78,3.15,160.0,5300.0,19045.0,medium
198,202,-1,109.1,188.8,68.9,55.5,3012,173,8.8,18,23,95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.58,2.87,134.0,5500.0,21485.0,medium
199,203,-1,109.1,188.8,68.9,55.5,3217,145,23.0,26,27,95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.01,3.4,106.0,4800.0,22470.0,medium
200,204,-1,109.1,188.8,68.9,55.5,3062,141,9.5,19,25,95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.78,3.15,114.0,5400.0,22625.0,medium
